case_id,Resultado análisis,Fecha registro,Tipo,Título,URL,Anexos,Fecha de publicación,Emisor,Norma,Fecha de divulgación,Tipo de Norma,Tema,Sector Económico,Incidencia SURA,Obligaciones SURA,Norma Importante,Control SOX,Divulgación SOX,Compañía Impactada,Obligaciones,Persona que analizó,Justificación de no divulgación SOX,detected_at,entidad,fuente_url,document_url,publication_date,status,priority,aplica_sura,link_status,link_error,notes
af8f8b0a8125c059,2026-05-31 14:04:05-0500,Ministerio del Trabajo,https://www.mintrabajo.gov.co/web/guest/inicio,https://www.mintrabajo.gov.co/documents/20147/61245416/Decreto+120+del+2020.PDF,detectado,ok,\n\n,Ministerio del Trabajo,https://www.mintrabajo.gov.co/documents/20147/61245416/Decreto+120+del+2020.PDF,Decreto+120+del+2020.PDF
be408c63c5a5ef8f,2026-05-31 14:04:06-0500,Ministerio del Trabajo,https://www.mintrabajo.gov.co/web/guest/inicio,https://www.mintrabajo.gov.co/documents/20147/61243940/Decreto+2363+del+2019.PDF,detectado,ok,\n\n,Ministerio del Trabajo,https://www.mintrabajo.gov.co/documents/20147/61243940/Decreto+2363+del+2019.PDF,Decreto+2363+del+2019.PDF
054c92e185ab4281,2026-05-31 14:04:07-0500,Ministerio del Trabajo,https://www.mintrabajo.gov.co/web/guest/inicio,https://www.mintrabajo.gov.co/documents/20147/61243940/Decreto+2361+del+2019.PDF,detectado,ok,\n\n,Ministerio del Trabajo,https://www.mintrabajo.gov.co/documents/20147/61243940/Decreto+2361+del+2019.PDF,Decreto+2361+del+2019.PDF
0e1db642012d50ef,2026-05-31 14:04:08-0500,Ministerio del Trabajo,https://www.mintrabajo.gov.co/web/guest/inicio,https://www.mintrabajo.gov.co/documents/20147/61243940/Decreto+2360+del+2019.PDF,detectado,ok,\n\n,Ministerio del Trabajo,https://www.mintrabajo.gov.co/documents/20147/61243940/Decreto+2360+del+2019.PDF,Decreto+2360+del+2019.PDF
d95fec4ef4ac9d84,2026-05-31 14:04:10-0500,Ministerio del Trabajo,https://www.mintrabajo.gov.co/web/guest/inicio,https://www.mintrabajo.gov.co/documents/20147/61243940/Decreto+2357+del+2019.PDF,detectado,ok,\n\n,Ministerio del Trabajo,https://www.mintrabajo.gov.co/documents/20147/61243940/Decreto+2357+del+2019.PDF,Decreto+2357+del+2019.PDF
4120efa1892d9c8e,2026-05-31 14:04:11-0500,Ministerio del Trabajo,https://www.mintrabajo.gov.co/web/guest/inicio,https://www.mintrabajo.gov.co/documents/20147/61243940/Decreto+2282+del+2019.pdf,detectado,ok,"Año CLV No.51.170. Bogotá, D. C., martes, 17 de diciembre de 2019. PAG. 30
DECRETO 2282 DE 2019
(diciembre 16)
por el cual se adiciona el capítulo 44 al Título 10 de la Parte 2 del Libro 2 del Decreto número 1833 del 10 de
noviembre de 2016 en relación con las reglas para la asunción de la función pensional del liquidado Instituto
Nacional de Transporte y Tránsito (INTRA) por parte de la Unidad Administrativa Especial de Gestión Pensional y
Contribuciones Parafiscales de la Protección Social (UGPP) y el pago a través del Fondo de Pensiones Públicas
del Nivel Nacional (FOPEP).
ESTADO DE VIGENCIA: [Mostrar]
Fecha de expedición de la norma 16/12/2019
Fecha de publicación de la norma 17/12/2019
Fecha de entrada en vigencia de la 17/12/2019
norma
Subtipo: DECRETO REGLAMENTARIO
El Presidente de la República de Colombia, en ejercicio de sus facultades constitucionales y legales, en especial de las
consagradas en el artículo 189, numerales 11 y 17 de la Constitución Política, en concordancia con los artículos 156,
literal i) de la Ley 1151 de 2007 y 1° y 2° del Decreto-ley 169 de 2008.
CONSIDERANDO:
Que mediante Decreto número 770 de 1968 se creó el Instituto Nacional de Transporte como establecimiento público,
dotado de personería jurídica, autonomía administrativa y patrimonio propio, adscrito al Ministerio de Obras Públicas hoy
Ministerio de Transporte, cuya denominación fue modificada por la Ley 53 de 1989 como Instituto Nacional de Transporte
y Tránsito (INTRA).
Que el artículo 119 del Decreto número 2171 de 1992 ordenó la supresión y liquidación del Instituto Nacional de
Transporte y Tránsito (INTRA) y dispuso en el artículo 122 que todos los activos, derechos y obligaciones que aún
estuvieren a cargo del Instituto Nacional de Transporte y Tránsito un (1) año después de entrar en vigencia el referido
Decreto, pasarían por virtud del mismo a propiedad de la Nación - Ministerio de Transporte.\nQue conforme a lo dispuesto en el literal i) del artículo 156 de la Ley 1151 de 2007, el artículo 1° del Decreto-ley 169 de
2008 y el artículo 2° del Decreto número 575 de 2013, la Unidad Administrativa Especial de Gestión Pensional y
Contribuciones Parafiscales de la Protección Social (UGPP), tiene la función de reconocer y administrar los derechos
pensionales y prestaciones económicas a cargo de las administradoras exclusivas de servidores públicos del Régimen de
Prima Media con Prestación Definida de entidades públicas del orden nacional que hayan tenido a su cargo el
reconocimiento de pensiones, cuando se haya decretado o se decrete su liquidación o se defina el cese de actividades
de quien esté desarrollando estas funciones.
Que el numeral 5 del artículo 2.2.10.4.2 del Decreto número 1833 de 2016 establece como función del Fondo de
Pensiones Públicas del Nivel Nacional (FOPEP), la de sustituir a los ministerios, departamentos administrativos y
establecimientos públicos que tengan a su cargo el pago directo de pensiones legales, con aportes de la Nación.
Que en consecuencia, es necesario regular lo concerniente al reconocimiento, administración y pago de mesadas, bonos
pensionales, cuotas partes pensionales y defensa judicial, correspondientes al Instituto Nacional de Transporte y Tránsito
(INTRA), para el traspaso de la gestión pensional a la UGPP y el pago de las obligaciones pensionales a través del
FOPEP.
En mérito de lo expuesto,
DECRETA:
Artículo 1°. Adición de capítulo. Adiciónese el Capítulo 44 al Título 10 de la Parte 2 del Libro 2 del Decreto número 1833
de 2016, que compila las normas del Sistema General de Pensiones, el cual queda así:
“CAPÍTULO 44
ASUNCIÓN DE LA FUNCIÓN PENSIONAL DEL INSTITUTO NACIONAL DE TRANSPORTE Y TRÁNSITO (INTRA)
Artículo 2.2.10.44.1. Asunción de competencias. A más tardar el 18 de diciembre de 2019, la Unidad Administrativa
Especial de Gestión Pensional y Contribuciones Parafiscales de la Protección Social (UGPP) asumirá la función
pensional y la administración de la nómina de los pensionados del Instituto Nacional de Transporte y Tránsito (INTRA).
Para el efecto, en la indicada fecha la Unidad Administrativa Especial de Gestión Pensional y Contribuciones Parafiscales\nde la Protección Social (UGPP), deberá recibir del Ministerio de Transporte la información correspondiente y en el mes
siguiente, el Fondo de Pensiones Públicas del Nivel Nacional (FOPEP) efectuará el pago de la respectiva nómina.
El Ministerio de Transporte entregará un archivo plano con todos los datos necesarios, que contenga la nómina de
pensionados y los pagos de carácter pensional realizados, al administrador del Fondo de Pensiones Públicas del Nivel
Nacional (FOPEP), con antelación a la fecha en que se autorice el traslado por parte del Consejo Asesor al Fondo de
Pensiones Públicas del Nivel Nacional (FOPEP), y una vez se haya aprobado el correspondiente cálculo actuarial. Para
los anteriores efectos, se levantará un acta de entrega que deberá ser firmada por las entidades antes del traspaso al
Fondo de Pensiones Públicas del Nivel Nacional (FOPEP). Dichos archivos deberán ser actualizados para la fecha en la
cual inicien los pagos por parte del Fondo.
Parágrafo 1°. Sin perjuicio de la competencia arriba señalada, continuará siendo responsabilidad del Ministerio de
Transporte la administración y pago de las mesadas pensionales de aquellas personas cuyos derechos se encuentren
reconocidos antes del traslado de la función pensional a la UGPP y que sean rechazados posteriormente para el pago
por el FOPEP. En estos eventos, hasta tanto el Ministerio de Transporte no proceda a la elaboración del cálculo actuarial
y el mismo sea aprobado por el Ministerio de Hacienda y Crédito Público, la prestación no podrá ser pagada por el
FOPEP ni administrada por la UGPP, siendo responsabilidad del Ministerio de Transporte la continuidad del pago de la
prestación o el inicio de las acciones legales de haber lugar a ello.
Parágrafo 2°. El Ministerio de Transporte será el competente para efectuar el pago de los dineros derivados de
obligaciones pensionales, cualquiera sea su denominación, así como de los intereses, costas y agencias en derecho
originados en fallos judiciales que no hubieran sido pagados antes del paso de competencia a la UGPP.
Artículo 2.2.10.44.2. Cálculo actuarial. Los cálculos actuariales de las novedades de nómina pensional que se generen
con posterioridad a la fecha del traslado de competencia a la Unidad Administrativa Especial de Gestión Pensional y
Contribuciones Parafiscales de la Protección Social (UGPP), de que trata este capítulo y que no se encuentren
incorporadas en el cálculo actuarial inicialmente aprobado, deberán ser elaborados por la UGPP en la forma y
oportunidad prevista en el artículo 139 de la Ley 1753 de 2015, entidad que llevará a término las acciones que
conduzcan a la aprobación de los mismos por parte del Ministerio de Hacienda y Crédito Público.
Artículo 2.2.10.44.3. Cuotas partes pensionales. La administración de las cuotas partes pensionales por cobrar y por
pagar reconocidas con anterioridad a la fecha de traslado de la nómina a la Unidad Administrativa Especial de Gestión
Pensional y Contribuciones Parafiscales de la Protección Social (UGPP), estarán a cargo del Ministerio de Transporte.
Las cuotas partes pensionales por cobrar y por pagar reconocidas con posterioridad al citado traslado, serán
administradas por la Unidad Administrativa Especial de Gestión Pensional y Contribuciones Parafiscales de la Protección
Social (UGPP) y su pago se efectuará a través del Fondo de Pensiones Públicas del Nivel Nacional (FOPEP).",Ministerio del Trabajo,https://www.mintrabajo.gov.co/documents/20147/61243940/Decreto+2282+del+2019.pdf,Decreto+2282+del+2019.pdf
786eca7b44fc287f,2026-05-31 14:04:12-0500,Ministerio del Trabajo,https://www.mintrabajo.gov.co/web/guest/inicio,https://www.mintrabajo.gov.co/documents/20147/61243940/Decreto+2280+del+2019.PDF,detectado,ok,\n\n,Ministerio del Trabajo,https://www.mintrabajo.gov.co/documents/20147/61243940/Decreto+2280+del+2019.PDF,Decreto+2280+del+2019.PDF
1bf132f9ab9fe4a0,2026-05-31 14:04:14-0500,Ministerio del Trabajo,https://www.mintrabajo.gov.co/web/guest/inicio,https://www.mintrabajo.gov.co/documents/20147/61243940/Decreto+1719+del+2019.pdf,detectado,ok,"Diario Oficial Año CLV No. 51.081, Bogotá, D. C., jueves, 19 de septiembre de 2019
DECRETO 1719 DE 2019
(septiembre 19)
por el cual se reglamenta el inciso 2 del parágrafo 4° del artículo 33 de la Ley 100 de 1993, y se adiciona el
Capítulo 9 del Título 5 de la Parte 2 del Libro 2 del Decreto 1833 de 2016 compilatorio de las normas del Sistema
General de Pensiones.
ESTADO DE VIGENCIA: [Mostrar]
• Reglamenta (inciso 2 del parágrafo 4° ) Artículo 33 LEY 100 de 1993
Fecha de expedición de la norma 19/09/2019
Fecha de publicación de la norma 19/09/2019
Fecha de entrada en vigencia de la 19/09/2019
norma
Subtipo: DECRETO REGLAMENTARIO
El Presidente de la República de Colombia, en uso de sus atribuciones constitucionales y legales, en especial las que
confiere el numeral 11 del artículo 189 de la Constitución Política, y
CONSIDERANDO:
Que el inciso 2 del parágrafo 4° del artículo 33 de la Ley 100 de 1993, modificado por el artículo 9° de la Ley 797 de
2003, establece un beneficio especial consistente en que la madre o padre trabajador cuyo hijo padezca invalidez física o
mental debidamente calificada y con dependencia económicamente de uno de ellos, tendrá derecho a una pensión
especial de vejez antes de la edad de pensión, siempre que haya cotizado al Sistema General de Pensiones cuando
menos el mínimo de semanas exigido en el Régimen de Prima Media para acceder a la pensión de vejez.
Que la Corte Constitucional en Sentencia C-758 de 2014 declaró exequible la expresión “siempre que haya cotizado al
Sistema General de Pensiones cuando menos el mínimo de semanas exigido en el régimen de prima media para
acceder a la pensión de vejez”, en el entendido que el beneficio pensional previsto en dicha norma, esto es la posibilidad
de pensionarse anticipadamente, debe ser garantizado tanto a los padres y madres afiliados al Régimen Solidario de
Prima Media con Prestación Definida, como a los padres y madres afiliados al Régimen de Ahorro Individual con
Solidaridad.
Que en la ratio decidendi de la Sentencia citada, así como, en los Fallos T-889 de 2007, T-637 de 2014, T-062 y T-554\nde 2015, entre otros, la Corte Constitucional ha precisado que los requisitos de acceso a la pensión especial de vejez por
hijo inválido son; “(i) Ser madre o padre trabajador de hijo en situación de discapacidad física o mental, (ii) Que la
invalidez que sufra el hijo esté debidamente calificada, (iii) Que la persona en situación de discapacidad dependa
económicamente de la madre o el padre, (iv) Que la madre o el padre hayan cotizado al Sistema General de Pensiones,
independientemente del régimen, cuanto menos, el mínimo de semanas exigido en el régimen de prima media para
acceder a la pensión de vejez”.
Que de conformidad con lo establecido en el artículo 64 de la Ley 100 de 1993, los afiliados al Régimen de Ahorro
Individual con Solidaridad tendrán derecho a una pensión de vejez, a la edad que escojan, siempre y cuando el capital
acumulado en su cuenta de ahorro individual, incluido el valor del bono o título pensional si hay lugar al mismo, resulte
suficiente en los términos del mencionado artículo.
Que al tenerse que reconocer la pensión especial por hijo inválido por parte del Régimen de Ahorro Individual con
Solidaridad, bajo los lineamientos de la Sentencia C-758 de 2014, debe tenerse en cuenta, que aun cumpliéndose los
requisitos establecidos en el inciso 2 del parágrafo 4 del artículo 33 de la Ley 100 de 1993, el capital acumulado por la
madre o el padre en su cuenta de ahorro individual puede ser insuficiente para acceder a la pensión mínima de que trata
el artículo 35 de la Ley 100 de 1993.
Que en razón de lo anterior y en virtud del principio de solidaridad a que hace referencia el artículo 2° de la Ley 100 de
1993 y el de sostenibilidad financiera del Sistema General de Pensiones contenido en el artículo 48 de la Constitución
Política, se hace necesario determinar la fuente de financiación correspondiente, en el marco del Régimen de Ahorro
Individual con Solidaridad, en aras de que no se genere el reconocimiento de prestaciones económicas en las que no se
hubiese definido la fuente de pago.
Que el artículo 65 de la Ley 100 de 1993, en desarrollo del principio de solidaridad que rige el Sistema General de
Pensiones, estableció la garantía de pensión mínima de vejez en el Régimen de Ahorro Individual con Solidaridad para
aquellos afiliados que con el lleno de los requisitos establecidos en dicho artículo, no alcanzaron a acumular el capital
necesario para acceder a la pensión mínima de que trata el artículo 35 de la Ley 100 de 1993.
Que en virtud de lo establecido en el inciso 2° del parágrafo 4° del artículo 33 de la Ley 100 de 1993, la pensión especial
de vejez por hijo inválido, puede ser suspendida en caso de que la madre o el padre se reincorporen a la fuerza laboral o
en aquellos casos en los cuales el hijo, que dio lugar al reconocimiento pensional, recupere su capacidad laboral o
termine su dependencia económica; por lo tanto, es necesario establecer un procedimiento para la suspensión y
reanudación de la prestación.
Que de conformidad con lo establecido en el artículo 2.6.10.2.3 del Decreto 2555 de 2010 corresponde a las
administradoras del Sistema General de Pensiones proporcionar a los afiliados información completa respecto a los
beneficios, inconvenientes y efectos de la toma de decisiones en relación con su participación en el Sistema General
Pensiones, y por tanto deben informar acerca de la posibilidad de obtener la pensión especial de vejez por hijo inválido
en el Régimen de Ahorro Individual con Solidaridad, e igualmente deben informar sobre la existencia de una pensión de
vejez a cualquier edad con suficiencia de capital a la que hace referencia el artículo 64 de la Ley 100 de 1993 y de las
prestaciones sustitutas en caso de no obtener pensión.
Que en cumplimiento de los artículos 3º y 8º de la Ley 1437 de 2011 y de lo dispuesto por el Decreto Único 1081 de
2015, el proyecto de decreto fue publicado en la página web del Ministerio de Hacienda y Crédito Público.
En mérito de lo expuesto,
DECRETA:\nArtículo 1°. Adición del Capítulo 9 del Título 5 de la Parte 2 del Libro 2 del Decreto 1833 de 2016. Adiciónese el Capítulo
9 del Título 5 de la Parte 2 del Libro 2 del Decreto 1833 de 2016, así:
“CAPÍTULO 9
PENSIÓN ESPECIAL DE VEJEZ POR HIJO INVÁLIDO EN EL RÉGIMEN DE AHORRO INDIVIDUAL CON
SOLIDARIDAD
Artículo 2.2.5.9.1. Requisitos para el reconocimiento de la pensión especial de vejez por hijo inválido a los afiliados del
Régimen de Ahorro Individual con Solidaridad. La Administradora del Régimen de Ahorro Individual con Solidaridad
deberá verificar el cumplimiento de los siguientes requisitos, para que el afiliado a dicho régimen pueda acceder a la
pensión especial de vejez de que trata el inciso 2 del parágrafo 4° del artículo 33 de la Ley 100 de 1993:
a) Tener un hijo que se encuentre en estado de invalidez debidamente calificada, de acuerdo con lo establecido en el
artículo 41 de la Ley 100 de 1993;
b) Que exista dependencia económica del hijo inválido con relación al padre o la madre;
c) Tener cotizadas el mínimo de semanas exigido en el Régimen de Prima Media para acceder a una pensión de vejez.
Artículo 2.2.5.9.2. Reconocimiento de la Pensión Especial de Vejez por hijo inválido. Una vez verificado el cumplimiento
de los requisitos establecidos en el artículo anterior, la administradora de fondos de pensiones procederá con el
reconocimiento de la pensión especial de vejez por hijo inválido, bajo las normas propias del Régimen de Ahorro
Individual con Solidaridad, incluyendo la liquidación del monto de la prestación, y teniendo en cuenta lo establecido en el
artículo 2.2.5.9.4 del presente capítulo.
En aquellos casos en los que el afiliado cumpla la totalidad de requisitos establecidos en el artículo 2.2.5.9.1 del presente
capítulo, pero no cuente con el capital necesario, incluyendo el valor del bono o título pensional si hay lugar al mismo,
para financiar una pensión en los términos del artículo 64 de la Ley 100 de 1993, la Administradora de Fondos de
Pensiones deberá proceder a reconocer la pensión especial de vejez por hijo inválido, siguiendo para ello el
procedimiento establecido en el artículo 2.2.5.9.3 del presente capítulo.
Cuando el afiliado que solicita la pensión especial de vejez por hijo inválido no cumpla los requisitos del artículo 2.2.5.9.1
del presente capítulo, pero cuente con capital suficiente para financiar una pensión de conformidad con lo establecido en
el artículo 64 de la Ley 100 de 1993, la Administradora de Fondos de Pensiones, en armonía con lo dispuesto en el
artículo 2.6.10.2.3 del Decreto 2555 de 2010, deberá indicarle esta opción al afiliado para que pueda optar por una
pensión de vejez por capital.
Artículo 2.2.5.9.3. Reconocimiento de la pensión especial de vejez por hijo inválido en el Régimen de Ahorro Individual
con Solidaridad bajo Garantía de Pensión Mínima. Tratándose de afiliados que cumpliendo la totalidad de requisitos
establecidos en el artículo 2.2.5.9.1, no cuenten con el capital necesario, incluyendo el valor del bono o título pensional,
para financiar una pensión en los términos de la Ley 100 de 1993; la administradora procederá a dar trámite a la solicitud
de reconocimiento de la pensión especial de vejez por hijo inválido, solicitando a la Oficina de Bonos Pensionales del",Ministerio del Trabajo,https://www.mintrabajo.gov.co/documents/20147/61243940/Decreto+1719+del+2019.pdf,Decreto+1719+del+2019.pdf
ec9040f357eeb04c,2026-05-31 14:04:15-0500,Ministerio del Trabajo,https://www.mintrabajo.gov.co/web/guest/inicio,https://www.mintrabajo.gov.co/documents/20147/61245416/Decreto+1562+del+2019.PDF,detectado,ok,\n\n,Ministerio del Trabajo,https://www.mintrabajo.gov.co/documents/20147/61245416/Decreto+1562+del+2019.PDF,Decreto+1562+del+2019.PDF
e66b8895c944f02e,2026-05-31 14:04:16-0500,Ministerio del Trabajo,https://www.mintrabajo.gov.co/web/guest/inicio,https://www.mintrabajo.gov.co/documents/20147/61243940/Decreto+1340+del+2019.PDF,detectado,ok,\n\n,Ministerio del Trabajo,https://www.mintrabajo.gov.co/documents/20147/61243940/Decreto+1340+del+2019.PDF,Decreto+1340+del+2019.PDF
e1f5eab033a77ac7,2026-05-31 14:04:17-0500,Ministerio del Trabajo,https://www.mintrabajo.gov.co/web/guest/inicio,https://www.mintrabajo.gov.co/documents/20147/61243940/Decreto+1217+del+2019.PDF,detectado,ok,\n\n,Ministerio del Trabajo,https://www.mintrabajo.gov.co/documents/20147/61243940/Decreto+1217+del+2019.PDF,Decreto+1217+del+2019.PDF
66470a50da08449c,2026-05-31 14:04:19-0500,Ministerio del Trabajo,https://www.mintrabajo.gov.co/web/guest/inicio,https://www.mintrabajo.gov.co/documents/20147/50711/DUR+PENSIONES+ACTUALIZADO+A+AGOSTO+DE+2018.pdf,detectado,ok,"REPÚBLICA DE COLOMBIA
I
MINISTERIO DEL TRABAJO
1833
DECRETO NÚMERO DE 2016
(10 DE NOVIEMBRE DE 2016)
VERSIÓN ACTUALIZADA A 17 DE AGOSTO DE 2018
Por medio del cual se compilan las normas del Sistema General de Pensiones
EL PRESIDENTE DE LA REPÚBLICA
En ejercicio de las facultades que le confiere el numeral 11 del artículo 189 de la
Constitución Política, y
CONSIDERANDO:
Que la producción normativa ocupa un espacio central en la implementación de
políticas públicas, siendo el medio a través del cual se estructuran los
instrumentos jurídicos que materializan en gran parte las decisiones del Estado.
Que la racionalización y simplificación del ordenamiento jurídico es una de las
principales herramientas para asegurar la eficiencia económica y social del
sistema legal y para afianzar la seguridad jurídica.
Que constituye una política pública gubernamental la simplificación y compilación
orgánica del sistema nacional regulatorio.
Que la facultad reglamentaria incluye la posibilidad de compilar normas de la
misma naturaleza.
Que por tratarse de un Decreto compilatorio de normas reglamentarias
preexistentes, las mismas no requieren de consulta previa alguna, dado que las
normas fuente cumplieron al momento de su expedición con las regulaciones
vigentes sobre la materia.
Que la tarea de compilar y racionalizar las normas de carácter reglamentario
implica, en algunos casos, la simple actualización de la normativa compilada, para
que se ajuste a la realidad institucional y a la normativa vigente, lo cual conlleva,
en aspectos puntuales, el ejercicio formal de la facultad reglamentaria.
Que en virtud de sus características propias, el contenido material de este
Decreto guarda correspondencia con el de los Decretos compilados; en
consecuencia, no puede predicarse el decaimiento de las resoluciones, las
circulares y demás actos administrativos expedidos por distintas autoridades
administrativas con fundamento en las facultades derivadas de los decretos
compilados.
Que la compilación de que trata el presente Decreto se contrae a la normatividad\nDECRETO NÚMERO 1833 de 2016 Página 2 de 371
Por medio del cual se compilan las normas del Sistema General de Pensiones
VERSIÓN ACTUALIZADA A 17 DE AGOSTO DE 2018
---------------------------------------------------------------------------------------------------------------------------------
vigente al momento de su expedición, sin perjuicio de los efectos ultractivos de
disposiciones derogadas a la fecha, de conformidad con el artículo 38 de la Ley
153 de 1887.
Que en razón a que el régimen de transición consagrado en la Ley 100 de 1993 y
en el Acto Legislativo 01 de 2005 culminó el 31 de diciembre de 2014, y que las
normas anteriores que lo conformaban no se encuentran vigentes, estas no se
compilan en el presente Decreto, sin perjuicio de los efectos que tienen tales
preceptivas respecto de las personas que causaron el derecho.
Que por cuanto este Decreto constituye un ejercicio de compilación de
reglamentaciones preexistentes, los considerandos de los Decretos fuente se
entienden incorporados a su texto, aunque no se transcriban, para lo cual en cada
artículo se indica el origen del mismo.
Que durante el trabajo compilatorio recogido en este Decreto, el Gobierno verificó
que ninguna norma compilada hubiera sido objeto de declaración de nulidad o de
suspensión provisional, acudiendo para ello a la información suministrada por la
Relatoría y la Secretaría General del Consejo de Estado.
Que el Sistema Integral de Seguridad Social implementado por la Ley 100 de
1993, con sus adiciones y modificaciones, comprende las obligaciones del Estado
y la sociedad, las instituciones y los recursos destinados a garantizar la cobertura
de las prestaciones de carácter económico, de salud y servicios complementarios
distribuidas entre el Sistema General de Pensiones, el Sistema de Seguridad
Social en Salud, el Sistema de Riesgos Laborales y los Servicios Sociales
Complementarios.
Que por medio del artículo 155 de la Ley 1151 de 2007 se creó a la
Administradora Colombiana de Pensiones, Colpensiones, para que administre el
régimen de prima media con prestación definida incluyendo la administración de
los beneficios económicos periódicos. Adicionalmente, Colpensiones se subrogó
en la funciones del Instituto de los Seguros Sociales, de conformidad con el
Decreto 2011 de 2012. Por tanto, cualquier referencia que se haga al “Instituto de
Seguros Sociales”, al “ISS”, o al “Seguro Social” debe entenderse realizada a la
Administradora Colombiana de Pensiones – Colpensiones.
Que el Decreto 2555 de 2010 compila las normas en materia del sector financiero,
asegurador y del mercado de valores. No obstante, en éste se compilan algunas
normas de carácter eminentemente pensional, y por lo tanto dichas disposiciones
se compilarán en el presente Decreto.
Que mediante el artículo 156 de la Ley 1151 de 2007 se creó la Unidad
Administrativa Especial de Gestión Pensional y Contribuciones Parafiscales de la
Protección Social (UGPP), que tiene dentro de sus funciones el reconocimiento de
obligaciones pensionales de las entidades públicas del orden nacional que hayan
tenido a su cargo el reconocimiento de pensiones, respecto de las cuales se haya
decretado o se decrete su liquidación. Por tanto, en el presente cuerpo
compilatorio se recopilarán las normas de traslado de función pensional a la
UGPP.\nDECRETO NÚMERO 1833 de 2016 Página 3 de 371
Por medio del cual se compilan las normas del Sistema General de Pensiones
VERSIÓN ACTUALIZADA A 17 DE AGOSTO DE 2018
---------------------------------------------------------------------------------------------------------------------------------
Que en el presente Decreto no solamente se compilan normas relacionadas con
pensiones dictadas en ejercicio de la facultad del numeral 11 del artículo 189 de la
Constitución Política, sino también las expedidas con fundamento en el numeral
17 ibídem, que asignaron funciones pensionales a ciertas entidades.
Por lo anteriormente expuesto,
DECRETA:
LIBRO 1
ESTRUCTURA DEL SECTOR TRABAJO EN CUANTO AL SISTEMA GENERAL DE
PENSIONES
PARTE 1
SECTOR CENTRAL
TÍTULO 1
CABEZA DEL SECTOR
Artículo 1.1.1.1. El Ministerio del Trabajo. El Ministerio del Trabajo es la cabeza
del Sector del Trabajo.
Son objetivos del Ministerio del Trabajo la formulación y adopción de las políticas,
planes generales, programas y proyectos para el trabajo, el respeto por los
derechos fundamentales, las garantías de los trabajadores, el fortalecimiento,
promoción y protección de las actividades de la economía solidaria y el trabajo
decente, a través unsistema efectivo de vigilancia, información, registro,
inspección y control; así como del entendimiento y diálogo social para el buen
desarrollo de las relaciones laborales.
El Ministerio de Trabajo fomenta políticas y estrategias para la generación de
empleo estable, la formalización laboral, la protección a los desempleados, la
formación de los trabajadores, la movilidad laboral, las pensiones y otras
prestaciones.
(Decreto - Ley 4108 de 2011, art. 1)
TÍTULO 2
ÓRGANOS SECTORIALES DE ASESORÍA Y COORDINACIÓN
Artículo 1.1.2.1. Comisión Intersectorial de Pensiones y Beneficios
Económicos. La Comisión Intersectorial de Pensiones y Beneficios Económicos
tiene a su cargo la coordinación, orientación y ejecución de la política pública
pensional y de beneficios económicos.
(Decreto – Ley 4108 de 2011, art. 40)
TÍTULO 3
FONDOS ESPECIALES",Ministerio del Trabajo,https://www.mintrabajo.gov.co/documents/20147/50711/DUR+PENSIONES+ACTUALIZADO+A+AGOSTO+DE+2018.pdf,DUR+PENSIONES+ACTUALIZADO+A+AGOSTO+DE+2018.pdf
